id,name,location,era,description,history,cultural_significance,images,latitude,longitude,created_at
5e72eadd-d743-41af-9917-8f8c66702bba,MALAM MONASTERY,North,1928 A.D,"Malam Monastery is a Lepcha Buddhist monastery of the Nyingmapa sect, situated on a hilltop near Phensang in North Sikkim. It is an active center for traditional rituals and serves the local community.","Founded in 1928, the monastery has been a spiritual sanctuary for the Lepcha and Bhutia populations of the area for nearly a century. It has consistently upheld the Nyingmapa traditions.","The monastery is a key religious and community focal point for the local Lepcha and Bhutia populations. It actively performs all Nyingmapa ceremonies, playing a vital role in the preservation of their shared Buddhist heritage.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/MALAM_MONASTERY_1.jpg""]",27.4203,88.6103,2025-09-11 15:03:46.478878+00
611c2131-1bfa-4996-8376-c7e699b46f26,BON MONASTERY,South,1980 A.D,"Located in Kewzing, this is the only monastery in Sikkim dedicated to the Bon religion, an ancient, indigenous Tibetan tradition that predates Buddhism. It serves as a unique spiritual and educational center for the Bon followers.",The monastery was established in 1980 by the late Yung Dung Tsultrim to provide a place of worship and learning for the Bon community in Sikkim. It has since become an important institution for the preservation of this ancient faith.,"The Bon Monastery is culturally invaluable as it is the sole repository of the ancient Bon traditions and teachings in Sikkim. It also functions as a charitable institution, providing Bon teachings and a home to over 35 young, often underprivileged, students.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/BON_MONASTERY_1.jpg""]",27.2511,88.3625,2025-09-11 15:03:02.749696+00
647bae79-ab6d-4ceb-b32a-286dd942932c,DOLING MONASTERY,South,1718 A.D,"Located on a small hillock near Rabongla in South Sikkim, Doling Monastery is a serene Nyingmapa institution. It is a place of deep spiritual history and tranquility.",The monastery was founded in 1718 A.D. by Lama Rigdzin Longyang. He was one of the Nyingmapa saints who left Tibet and sought refuge in the 'hidden lands' of Sikkim following the persecution of his sect during the Junggar invasion of Tibet.,Doling Monastery is significant as a repository of the Nyingma teachings that were brought to Sikkim by lamas fleeing persecution. It stands as a symbol of Sikkim's role as a sanctuary for Tibetan Buddhism and its masters.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/DOLING_MONASTERY_1.jpg""]",27.2931,88.3492,2025-09-11 15:02:39.063072+00
68adc807-1395-4edd-9342-0186be4c67e4,PANDAM TASHI PALDEN MONASTERY,East,1955 A.D,Pandam Tashi Palden Monastery is a community-focused monastery in East Sikkim. It serves the spiritual needs of the Buddhist residents of the Pandam area.,"Established in 1955, the monastery was built to provide a dedicated place of worship for the local population. It has since become a central point for religious activities in the region.","The monastery is an important cultural and religious hub for the Pandam area. It hosts various Buddhist ceremonies and festivals, playing a key role in the social and spiritual life of the local community.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PANDAM_TASHI_PALDEN_MONASTERY_1.jpg""]",27.205,88.563,2025-09-11 15:02:15.321928+00
69f5996d-e838-4ab4-98eb-44bf03fcfc88,BAKCHAM MONASTERY,East,1966 A.D,"Bakcham Monastery in Sikkim is the spiritual successor to the original Bakcham monastery from Yatung, Tibet. It continues the lineage and traditions of its Tibetan predecessor, which was historically significant to Sikkim.","The original monastery in Tibet was founded by the great saint Lhatsun Chenpo, one of Sikkim's pioneer lamas. The monastery was considered to belong to the Sikkimese 'Darwar' (court), which even provided an annual grant of Rs. 50 for its upkeep.","The monastery represents a direct historical and spiritual link between Sikkim and Tibet. Its re-establishment in Sikkim ensures the continuation of a lineage founded by Lhatsun Chenpo, a key figure in Sikkimese Buddhism.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.337,88.6293,2025-09-11 15:02:21.761693+00
6af0daba-2b66-4db5-94b0-57f4efab74be,SERDUP CHOLING MONASTERY,South,1967 A.D,"Serdup Choling Monastery is a prominent Nyingmapa monastery located on a hill in Namchi, near the Bhaichung Stadium. It is managed by a revered lineage of lamas and is a major spiritual center.","The monastery was built in 1967 through the combined efforts of the late Serdup Dungzin Jigme Wangchuk Rinpoche and his brother, the late Khachoed Tulku Dudjom Dorjee. It is now under the care of the son, Ven. Serdup Dungzin Lodoe Chophel.","Following the Jhangter lineage of the Nyingmapa sect, the monastery is important for its lineage-based leadership and its comprehensive observance of all Buddhist ceremonies. It is a highly respected institution in Namchi and a focal point for Nyingma followers.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/SERDUP_CHOLING_MONASTERY_1.jpg""]",27.1617,88.3466,2025-09-11 15:02:58.819604+00
6dc1078e-01cf-46ca-966d-a2c246fe6698,DICHEN CHOLING MONASTERY,East,1987 A.D,"Located in the Sichey area of Gangtok, the Tamang Dechen Choling Gonpa is the primary monastery for the Tamang Buddhist community in the state capital. It is a vibrant center for the community's religious and cultural activities.",The monastery was established in 1987 to serve the growing Tamang population in Gangtok. It received a significant blessing when His Holiness the 14th Dalai Lama visited the monastery in April 2005.,"This monastery is crucial for the preservation and promotion of the unique cultural and religious identity of the Tamang people. It functions as a central hub for their festivals, ceremonies, and community programs, following the Nyingmapa sect.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/DICHEN_CHOLING_MONASTERY_1.jpg""]",27.338968,88.608314,2025-09-11 15:02:28.549179+00
6e2a884d-30e2-48b3-af72-29aec991e423,CHAKUNG MONASTERY,West,1847 A.D,Chakung Monastery is a community-focused monastery in West Sikkim that serves the local Buddhist population. It stands as a modern testament to the enduring faith of the people in the region.,"The original monastery was built in 1874 but was severely damaged by an earthquake, which led to large cracks in the structure. The old building was completely demolished and a new monastery was erected in its place in 2009.","As a reconstructed monastery, it symbolizes the resilience and dedication of the local community in preserving their religious heritage. It follows the Nyingmapa Sect and is a focal point for religious ceremonies in the area.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/CHAKUNG_MONASTERY_1.jpg""]",27.1528,88.2438,2025-09-11 15:01:38.415805+00
6fc60cb0-f8ab-45aa-a03b-4c2d05375ebd,BURTUK UGEN PEMACHOLING MONASTERY,East,2000 A.D,Burtuk 'Ugen Pema Choling' Monastery is a major religious center for the Gurung (Tamu) community in Sikkim. It was established by the All Sikkim Gurung Tamu Buddhist Association.,"The foundation stone for the monastery was laid on September 13, 2000, by the eminent Gurung Rinpoche, Ven. Karma Wangchuk. The construction was funded through contributions and donations from devotees and well-wishers.","This monastery is a symbol of the collective religious identity of the Gurung community in Sikkim. Following the Nyingmapa sect, it functions as a central hub for all their Buddhist festivals and cultural events, promoting and preserving their unique heritage.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.3475,88.631,2025-09-11 15:02:34.299022+00
70b8f174-e99a-4136-ab66-883cbeb0e628,KAGON TSHECHHOGLING MONASTERY,East,1977 A.D,"Kagon Tshechhogling Monastery, also known as the Toedruk Kagyu Centre, is located in Chandmari, East Sikkim. It serves as the relocated seat for a monastery originally from the Chumbi Valley in Tibet.","After the Chinese occupation of Tibet in 1959, the monks of the original monastery were forced to flee. They brought their sacred artifacts and spiritual properties with them and temporarily established their center in a private house in 1977 before building the current monastery.",This monastery is a living repository of the traditions of its parent institution in Tibet. It is culturally significant as it represents the successful transplantation and preservation of a specific Tibetan monastic lineage in Sikkim.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/KAGON_TSHECHHOGLING_MONASTERY_1.jpg""]",27.33963139,88.62485429,2025-09-11 15:02:23.106304+00
73889c61-033f-4245-b587-38b241c17c5b,PATHING MATSANG MONASTERY,East,1860 A.D,"Pathing Matsang Monastery, also known as 'Linkoed Matsang Rinchen Tse Gonpa', is a community-focused monastery in East Sikkim. It stands as a testament to the local community's dedication to preserving their religious heritage.","Originally located in Lingkoed Village, the monastery was shifted to its present site in Matsang and re-established in 1860 A.D. by Lama Lharib Dawa. The current structure was rebuilt by the lamas in 1982 after the old one was damaged by an earthquake.",The monastery is an important local institution that has been rebuilt and maintained through the efforts of its monastic community. It serves the spiritual needs of the Pathing area and is a focal point for local religious gatherings and ceremonies.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/PATHING_MATSANG_MONASTERY_1.jpg""]",27.22796224,88.66769291,2025-09-11 15:01:59.110571+00
73e6fb2c-4152-425a-939c-c2bbe11132b3,TEKLING DZOKCHEN MONASTERY,South,1936 A.D,"Tekling Dzogchen Monastery is located in Tek village, below Namthang Bazaar in South Sikkim. It is a local center for the Kagyupa sect of Tibetan Buddhism.",The monastery was founded in 1937 A.D. by a lama named Theyong Chumbu Lama. It was established to serve the religious needs of the Buddhist families living in the Tek village area.,This monastery is an important local institution that performs all the periodical pujas and ceremonies of the Kagyupa sect. It serves as the main spiritual anchor for the Buddhist community of Tek village.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/TEKLING_DZOKCHEN_MONASTERY_1.jpg""]",27.229,88.389,2025-09-11 15:02:53.667864+00
7498a8ee-c0b5-423d-8a30-7e9694f3fad0,GOR RINCHEN KHANDO MONASTERY,North,2002 A.D,Gor 'Rinchen Khando' Gonpa is one of the most recently established major monasteries in North Sikkim. It is located near Gor School in lower Dzongu and serves the local Buddhist community.,"The monastery was founded in 2002, making it a modern addition to the rich monastic landscape of Dzongu. It was built to meet the growing spiritual needs of the local population.","As a new monastery, it represents the continuing vitality and growth of Buddhism in the region. It serves as a modern community center for religious education and cultural activities for the people of Gor and lower Dzongu.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.54441125,88.51878043,2025-09-11 15:03:51.167057+00
75adee19-9fa2-4a5e-847b-60c9d1b31146,LINKOED MONASTERY,East,1840 A.D,"Linkoed Monastery, also known as 'Chokhor Yangtse Gon', is a historic Buddhist center in East Sikkim. It serves as a spiritual hub for several local villages.","Founded in 1840 A.D. by the renowned Sikkimese saint Drubwang Pema Tsondu, the monastery was later moved to Matsang hillock to better serve its growing community. The original structure was left as a 'Manilhakhang' or prayer hall for the nuns.",The monastery is significant for its historical roots and its connection to the saint Drubwang Pema Tsondu. It plays a crucial role in the spiritual lives of the Buddhist communities in the surrounding villages of Tshochhen and Pheri.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/LINKOED_MONASTERY_1.jpg""]",27.33,88.61,2025-09-11 15:01:53.596801+00
75b4444a-ed0b-4b29-aee1-0c57fe4af576,OLD RUMTEK MONASTERY,East,1734 A.D,"Located near the much larger Rumtek Dharma Chakra Centre, this is the original, older Rumtek Monastery. It possesses a quiet, ancient charm that contrasts with the grand scale of the new monastery.","Founded in 1734 A.D. by the fourth Chogyal, Gyurmed Namgyal, its religious name is ‘Karma Thubten Chokhorling’. It served as the main seat of the Karmapa in Sikkim until the 16th Karmapa built the new center after fleeing Tibet.","This monastery holds immense historical importance as the original seat of the Kagyu tradition in Sikkim. It hosts lama dances on the 28th and 29th days of the tenth Tibetan month, just before the Sikkimese New Year, Losoong.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.2887581,88.56141972,2025-09-11 15:01:49.84479+00
7adf729c-bf6f-4e5c-8190-b46b731198b5,RINCHENPUNG MONASTERY,West,1730 A.D,"Located above the village of Rinchenpong in West Sikkim, this monastery sits at an altitude of over 1,700 meters. It is the third oldest monastery in Sikkim and is known for its picturesque surroundings and traditional architecture.","Established in 1730 by Ngadakpa Lama, the monastery has been a significant spiritual center for the region for nearly three centuries. It originally started with around 98 lamas and belongs to the Nyingma order.","Rinchenpung Monastery is famous for housing a rare and unique statue of Ati Buddha (the Primordial Buddha) in the Yab-Yum position. This depiction, signifying the union of male and female forces, is not commonly found in other monasteries.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/RINCHENPUNG_MONASTERY_1.jpg""]",27.2353,88.2685,2025-09-11 15:01:33.309311+00
7be401ec-4cef-43ff-a25b-30f24b043438,BONGYONG ANI GONPA,East,2005 A.D,"Bongyong Ani Gonpa, also known as 'Khachoed Pemayulling', is a nunnery located within the Gangtok area. It is a dedicated center for the education and spiritual practice of Buddhist nuns.","Driven by the noble intention of fostering the Buddha Dharma, Ms. Kesang Chungyalpa founded this nunnery in 2005. It follows the Nyingmapa sect and operates under the spiritual guidance of the venerable Khamtrul Rinpoche.","The nunnery plays a vital role in promoting female monasticism in Sikkim. It provides a supportive environment for nuns to pursue their religious studies and practice, contributing to the diversity and strength of the Buddhist community.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.3325,88.614,2025-09-11 15:02:36.638767+00
7f2f9857-c8fe-4f11-8b98-e503618b9856,TSANGEK MONASTERY,East,1888 A.D,"Tsangek Monastery, or 'Sangag Rinchhen Phuntshogling', is a major Drukpa Kagyu monastery situated near Pakyong Bazaar in East Sikkim. It is a vibrant center for Buddhist rituals and festivals.","Founded in 1888 A.D. by Lama Tsewang Gyalpo, the monastery has grown to become one of the most important Drukpa Kagyu monasteries in the East district of Sikkim.","The monastery is well-known for hosting all major Buddhist festivals, including an annual mask dance ('Chaam') in the winter. This makes it a significant cultural as well as religious destination in the region.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/TSANGEK_MONASTERY_1.jpg""]",27.2282,88.5879,2025-09-11 15:02:04.286728+00
86af0aa2-a2d8-463b-b73b-eb37c438cde1,RAY MINDU KATENLING MONASTERY,East,1873 A.D,"Located near Rumtek in East Sikkim, Ray Mindu Katenling Monastery is a growing religious institution. It primarily serves the local Lepcha Buddhist community.",The monastery began as a 'Manilhakhang' (prayer hall) established in 1873 by Kagyupa followers. It has recently been recognized as a full-fledged monastery and is in the process of being rebuilt and expanded.,"Its cultural significance lies in its strong connection to the Lepcha community, for whom it is a primary center of worship. The monastery performs all Buddhist ceremonies throughout the year and plays a key role in preserving the Lepcha's Buddhist traditions.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/RAY_MINDU_KATENLING_MONASTERY_1.jpg""]",27.318913,88.580321,2025-09-11 15:02:01.712093+00
87d295a5-6d60-4e06-9cfe-636d3d09b634,SONTAM TENSUNG MONASTERY,North,1884 A.D,"Sontam Tensung Monastery is an active local monastery located near Mangan Bazaar, the district headquarters of North Sikkim. It is a focal point for the Buddhist community in the administrative center of the region.","Established in 1884, the monastery has been serving the spiritual needs of the local population for over a century. It functions as a key religious institution in the Mangan area.",The monastery is an active and important center for local Buddhist culture in the Mangan region. It hosts regular ceremonies and serves as a community hub for the followers of Buddhism in the area.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/SONTAM_TENSUNG_MONASTERY_1.jpg""]",27.52330394,88.55635038,2025-09-11 15:03:39.898369+00
8b848b7a-f73f-46fd-914e-027bd557d23a,TINGBUNG MONASTERY(TINGVONG MONASTERY),North,1843 A.D,"Tingbung Monastery, or 'Rigdzin Tharling Gonpa', is a historic spiritual center for the Lepcha community in the beautiful Tingbung village of Upper Dzongu. It is a serene and culturally rich Nyingmapa institution.",The monastery was built by Lama Tambi and has been a focal point of the Lepcha Buddhist community since its establishment. It upholds the traditions of the Nyingmapa school of Tibetan Buddhism.,This monastery is culturally vital for its deep connection to the indigenous Lepcha community of the Dzongu Valley. It plays a crucial role in the preservation of their unique blend of Buddhist and traditional practices.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/TINGBUNG_MONASTERY_TINGVONG_MONASTERY__1.jpg""]",27.55694933,88.47675077,2025-09-11 15:03:30.809299+00
8def7704-25d8-4607-9c5a-66570f72b854,SANG-NGOR NGOR GONPA MONASTERY,East,1961 A.D,"Located in Rongneck, Gangtok, the Sa-Ngor Chotshog Centre is the premier and only monastery in Sikkim that belongs to the Sakya sect of Tibetan Buddhism. It stands as a unique and important seat for this specific lineage.","The monastery was established in 1961 through the joint efforts of His Eminence Luding Khen Rinpoche, the head of the Ngorpa sub-school of the Sakya tradition, and the local Lama Kunga Yonten Hochotshang.","Its primary significance lies in being the sole representative of the Sakya tradition in Sikkim, offering a complete curriculum of Sakya teachings and practices. It serves as the main center for Sakya followers in the state, preserving their distinct rituals and philosophical traditions.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/SANG_NGOR_NGOR_GONPA_MONASTERY_1.jpg""]",27.3294,88.6192,2025-09-11 15:02:19.23774+00
8edd3bfc-8ecd-4899-9a56-e176ced27663,KABI SANGA DARGYELING MONASTERY,North,1911 A.D,"Kabi Sanga Dargyeling Monastery is a Nyingmapa monastery located in the historically significant village of Kabi, North Sikkim. It is situated near the spot where a historic treaty of brotherhood was signed.",The monastery was established to serve the spiritual needs of the Kabi region. Its location is what gives it profound historical context.,"The monastery is famous due to its proximity to Kabi Longtsok, the historic site where the blood brotherhood treaty between the Bhutia and Lepcha communities was sworn. This makes the area, including the monastery, a symbol of unity and peace.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/KABI_SANGA_DARGYELING_MONASTERY_1.jpg""]",27.42694694,88.60579831,2025-09-11 15:03:43.720485+00
907feb61-d267-404c-b5be-4331d17cc0c6,SANG-NGAG CHOLING MONASTERY,West,1649-1650 A.D,"Sang-Ngag Choling, meaning 'the island of esoteric or secret mantra teaching', is located on a high ridge opposite Pemayangtse Monastery. It offers panoramic views and a deep sense of spiritual tranquility.","Established in the 17th century by Lama Lhatsun Chempo, Sang-Ngag Choling is considered the second oldest monastery in Sikkim. It was founded during the reign of the first Chogyal, Phuntsog Namgyal, and belongs to the Nyingmapa sect.",This monastery is revered for its ancient murals and is a significant center for advanced Buddhist learning and practice. It is particularly important for those studying the esoteric teachings of Tibetan Buddhism.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/SANG_NGAG_CHOLING_MONASTERY_1.jpg""]",27.2639,88.2214,2025-09-11 15:01:15.992588+00
90899b00-b549-47bd-ab40-251cf75041a7,TINGKYE GONJANG MONASTERY,East,1981 A.D,"Tingkye Gonjang Monastery, often simply called Gonjang Monastery, is a prominent Nyingma monastery located on a hilltop offering panoramic views of Gangtok and Mount Kanchenjunga.It is a vibrant center for monastic education and public teachings.","The monastery was founded in 1981 by H.E. Gonjang Rinpoche, who is considered to be the reincarnation of the Nyingma Terton Rigzin Yolmo Drag. The Rinpoche himself designed the monastery, which was consecrated by the Dalai Lama in 1999.","Gonjang Monastery is famous for the 'Thangka' (religious scroll painting) of Guru Padmasambhava that is displayed annually. It is an important center for higher Buddhist philosophy and learning, attracting students and devotees from far and wide.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/TINGKYE_GONJANG_MONASTERY_1.jpg""]",27.34,88.61,2025-09-11 15:02:25.768172+00
9283a9ed-ed7d-43b3-98c0-ae4d251b1774,SUIRAM RISUNG MONASTARY,South,1995 A.D,"Suiram Risung Monastery is a small, community-built institution for the Gurung Buddhist community, located on the Namchi-Namthang road in South Sikkim. It serves as a spiritual hub for around 200 local Gurung households.","Established in 1995 through the fundraising efforts of local Gurung devotees. The community has recently undertaken the construction of a new, larger monastery with 18 posts near the original structure to accommodate their growing needs.",This monastery is a grassroots example of a community's dedication to preserving its religious identity. Its expansion reflects the strong faith and active participation of the local Gurung population in maintaining their spiritual heritage.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.225,88.394,2025-09-11 15:03:16.975406+00
946cbae0-76b8-4778-ac46-cbf489473f3e,TAGLUNG DOMSUMLING MONASTERY,East,1987 A.D,"Taglung Domsumling Monastery is a seat of the Taglung Kagyu, one of the eight 'minor' Kagyu lineages. It is a specialized center that preserves the teachings of this particular school of Tibetan Buddhism.","Established in 1987, the monastery was founded to create a dedicated center for the Taglung Kagyu tradition in Sikkim. It serves as a spiritual home for the followers of this specific lineage.","Its significance lies in its dedication to a less common Kagyu lineage, making it a vital repository for the teachings and practices of the Taglung school. It contributes to the rich diversity of Buddhist traditions present in Sikkim.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/TAGLUNG_DOMSUMLING_MONASTERY_1.jpg""]",27.32605114,88.61320839,2025-09-11 15:02:29.799949+00
97735d30-c95b-4558-a3e2-4387c6eb96e5,BURMIOK NORBUGANG MONASTERY,South,1992 A.D,Burmiok Norbugang Monastery is located above Burmiok Thangshing Village in South Sikkim. It is a religious center primarily for the Sherpa devotees of the area.,A Lama named Dawa Norbu built the monastery in 1957. It follows the Nyingmapa sect and has been performing all the periodical Buddhist ceremonies for the local Sherpa community for over six decades.,This monastery is an important spiritual hub for the Sherpa community in the Burmiok region. It plays a vital role in preserving the religious traditions and cultural identity of the Sherpa people.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.2022,88.3564,2025-09-11 15:03:04.891894+00
9b5513eb-cea3-416d-baef-775659712c2e,THOLUNG MONASTERY,North,1789 A.D,"Located in the remote and pristine Dzongu Valley, within the Khangchendzonga National Park, Tholung is one of Sikkim's most sacred and inaccessible monasteries. It serves as a vault for priceless religious treasures.","Founded in the late 18th century by Pema Dechhen Gyatso, it was strategically used to safeguard precious manuscripts, artifacts, and relics from other monasteries during the Gorkha invasions of Sikkim. The current structure was rebuilt in 1980.","Tholung is famous for the 'Khamsel' ceremony, a unique event held only once every three years, where its sacred collection of artifacts is displayed to the public.This makes it a highly anticipated and deeply venerated pilgrimage event.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/THOLUNG_MONASTERY_1.jpg""]",27.63717634,88.46157341,2025-09-11 15:03:29.478064+00
9f048cd9-9f8a-4df1-96c9-5b9bd4586cec,DOLEPCHEN BOUDHA SANSKRIT MONASTERY,East,1991 A.D,"Located in a remote part of East Sikkim, the Dolepchen Boudha Sanskrit Monastery is a religious institution for the Gurung Buddhist community. It is a testament to the community's dedication to their faith.","The monastery was founded in 1991 through the combined efforts of the local public, who raised funds through donations, and a grant from the State Government. It follows the Nyingmapa sect.",This monastery is an important cultural and religious center for the Gurung community in that region. It performs all periodical ceremonies and helps in preserving the specific traditions and language of the Gurung people.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/Gemini_Generated_Image_u5y9vnu5y9vnu5y9.png""]",27.324,88.6165,2025-09-11 15:02:30.870224+00
a014c7c2-ff06-4a61-b98e-ca498e95c530,KATHOG DORJEDEN MONASTERY,East,1840 A.D,"Kathog Dorjeden Monastery is a major Nyingmapa monastery located above Pakyong Bazaar in East Sikkim. It is a significant center for the Kathog lineage, one of the six main Nyingma schools.","Founded in 1840 A.D. by lineage holders of Saint Kathog Kuntu Zangpo, one of the three pioneer lamas of Sikkim. The religious center was moved to its current location due to instability and was rebuilt in 1990 after an earthquake.","The monastery holds several sacred artifacts, including a conch shell believed to have flown from the West and a key said to unlock the treasures of Mount Khangchendzonga. It is a major monastery that performs all traditional ceremonies, including mask dances.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/KATHOG_DORJEDEN_MONASTERY_1.jpg""]",27.23998,87.14802,2025-09-11 15:01:51.181835+00
a06b1de4-26ad-47bd-8348-fc5958c481a5,SILNON MONASTERY,West,1716 A.D,"Silnon Monastery, whose name means 'the suppressor of intense fear', is located on a serene hilltop near Tashiding. The monastery is situated in a beautiful setting, surrounded by a dense forest, making it a peaceful retreat.","According to official records, the monastery was constructed in 1716 by Ngadag Rinchen Gon, the grandson of one of Sikkim's pioneer Lamas. The present structure was rebuilt in 1992, replacing the older building.","The monastery is known for its sacred artifacts, including a footprint of the revered yogi Tulshuk Rinpoche on a stone. It also contains statues said to have been made by the son of the founder, Lama Ngadag.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/SILNON_MONASTERY_1.jpg""]",27.315,88.271,2025-09-11 15:01:32.032402+00
a0abaa27-fb40-42cf-9133-d323f4142039,KEWZING TASHI GYEPHELLING MONASTERY,South,1974 A.D,Kewzing Tashi Gyephelling Monastery is a local community monastery located in the picturesque village of Kewzing in South Sikkim. It is known for its beautiful setting and serene atmosphere.,"The monastery was built in 1974 by the local villagers of Kewzing to serve their community's religious needs. The land for the monastery was donated by a local family, and it has been a community-managed institution since its inception.","This monastery is a perfect example of a village 'gonpa' that is deeply integrated into the daily lives of the people. It is the heart of the Kewzing community, hosting all their religious functions, festivals, and social gatherings.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/KEWZING_TASHI_GYEPHELLING_MONASTERY_1.jpg""]",27.2511,88.3625,2025-09-11 15:03:01.457828+00
a1486b31-08b4-4912-9bd2-208f7a90db38,ADEN WOLUNG MONASTERY,West,1913 A.D,"Located in the remote Sombarey area of West Sikkim, Aden Wolung is a Nyingmapa monastery that serves its local community. It is a peaceful place of worship nestled away from the main tourist trails.","The monastery was built in 1913 by a Sherpa Lama named Pema on his own land. It underwent reconstruction starting in 1991 with government aid, which was completed in 1995.",It is an important local religious center following the Jhangter lineage of the Nyingmapa Sect. The monastery functions under the spiritual guidance of Ven. Serdup Dungzin Lodoe Chophel Rinpoche.,"[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/ADEN_WOLUNG_MONASTERY_1.jpg""]",27.143,88.166,2025-09-11 15:01:40.969047+00
a4ba369f-1270-47c7-864b-8452c5182ba1,DODAK TAMU MONASTERY,West,2005 A.D,"Dodak Tamu Monastery is a relatively new monastery in West Sikkim, catering to the Gurung (Tamu) community. It represents the continued growth and flourishing of Buddhist traditions in the region.","Established in 2005, it is a modern addition to the rich monastic landscape of Sikkim. Its construction was driven by the local Gurung community to have a dedicated place of worship and cultural activities.","Like other community-specific monasteries, Dodak Tamu Gonpa is crucial for the cultural and religious preservation of the Gurung people. It serves as a center for their festivals, ceremonies, and community gatherings.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/DODAK_TAMU_MONASTERY_1.jpg""]",27.171,88.17,2025-09-11 15:01:48.738325+00
aac29906-dd3c-4f74-ab96-3f1acc5f67ad,NUBLING MONASTERY,West,1875 A.D,Nubling Monastery is a unique institution in West Sikkim that combines both shamanistic and lamaistic traditions. It is set in a serene location and has a fascinating history connected to local folklore.,"Founded as a hermitage by a Lepcha lama named Gyurmed Paljor, it was later extended into a proper monastery in 1875. The founder was also an accomplished 'Bongthim' (Shaman), a tradition that continues with the lamas of this monastery.","The monastery is famous for its local legend of a Yeti (Abominable Snowman) that used to visit the hermitage. The Yeti was said to bring scented pinewood for the monks to use as incense, adding a layer of myth and mystery to the site.","[""https://mltokacjlighkvmjfpfr.supabase.co/storage/v1/object/public/monastery-images/NUBLING_MONASTERY_1.jpg""]",27.216,88.235,2025-09-11 15:01:39.702171+00
